id	tweet	subtask_a	subtask_b	subtask_c
53657	 Its a shame seeing such an advanced case of TDS combined with terminal liberalism Ill pray for you Might wanna reflect on Nazi propaganda vs modern liberal racists everywhere tactics Also compare ANTIFA vs Nazi brown shirts Whos righteous Whos filled with hate	NOT		
68259	 Thanks so much  this was an excellent thread Definitely going to be taking a look through upcoming class offerings and hopefully able to take in the SIWC presentation you are doing	NOT		
20951	 Go for it	NOT		
80869	 he probably had sex twice for boruto and the other sister that no one cares about	OFF	TIN	IND
11327	 Eric Holder is an arms dealer and should be in jail how did this ass slip by	OFF	TIN	IND
47806	 and bale is shit	OFF	TIN	IND
30612	 Whats funding it	NOT		
97780	MondayMorning MondayMotivation MondayMood MondayThoughts Another Republicans  Trump swamp Lier  MAGA women Christianity URL	OFF	TIN	GRP
72937	 Antifa should be declared a domestic terrorist organization	NOT		
45761	 He orchestratedprovoked it so that he could cry that he was the victim of a yet another conspiracyHes such desperate weirdo	OFF	TIN	IND
71329	 She is	NOT		
24726	 Get back on your peanut farm old man	OFF	TIN	IND
37668	 They just dont learn Look at Biden he dbld down on hrc winning strategy	NOT		
93489	 lol Why would conservatives want to hide that It contradicts everything Ford has claimed 	NOT		
76897	 You are so funny Lol rolling about the floor laughing uncontrollably	NOT		
68459	 Your fucking Bf nigga	OFF	TIN	IND
40962	 SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER	OFF	TIN	GRP
19091	 This Bch Behar needs to shut that big ugly hole on her face and think about the fact shes not giving Kavanaugh or his family the benefit of their rights as citizens In her fat head theyre guilty bc theyre Conservatives Behar needs a muzzle around decent people HRC clone	OFF	TIN	IND
59793	 Thats not what he is saying Situations are similar	NOT		
60463	 Thank you President Trump You are MAGA	NOT		
41366	 Mueller can go fornicate himself He is as crooked as the day is long	OFF	TIN	OTH
31839	 Is this occupy romper room	NOT		
57181	 U know this Ford is an avowed radical leftist with ties to Soros and antifa right Plum crazy	NOT		
11271	People leaving racist comments on my posts will be instantly blocked There are low follow accounts posting this crap and I think they are trying to make MAGA look bad If you are racist in any way feel free to block me because I think youre an ignorant POS	OFF	TIN	GRP
25946	 Why does he always have to do this	NOT		
43900	 Whos Oboma	NOT		
53662	 Why is Antifa upset w prof BlaséFord Antifa is the group that harrasses amp threatens people at their homes	OFF	TIN	GRP
18220	 primary argument against Kavanaugh is that he is too Constitutional The democrats started a civil war during Clinton They heightened their propaganda during Obama They are scared animals backed into a corner Antifa BLM amp MS are their Sturmabteilung	OFF	TIN	GRP
16922	 Both QAnon and Antifa will be listed as diseases	OFF	TIN	IND
68140	The Swamp in DC amp NY is all about SelfEnrichment WeThePeople Must Take Our Country Back TakeUSABack MAGA AmericaFirst USA MondayMotivation MondayMorning MondayMood ConstitutionDay URL	NOT		
61070	 Bullcrap	NOT		
38765	 Dont even presume to know what liberals feel or think I am liberal I am personally opposed to abortion in any but lifeanddeath circumstances But I am also personally opposed to imposing MY PERSONAL FEELINGS about abortion on anyone else So do us all a favor and STFU	OFF	UNT	
82925	 I love you bitchhh I aint never gonna stop loving you bitchhhhhh	OFF	TIN	IND
43631	 because im a broke ass bitxh  and LOL EVEB BETTER she runs in her sleep so like while shes lying down she just rUNS like feet going usain bolt xD and i get kicked a lot 	OFF	TIN	IND
49894	 As usual doesnt have a clue The kids must make this shit up when he takes a crap since they are of the same consistency	OFF	TIN	IND
30203	 Sorry not antifa its the far right you know people probaly just like you who are so desperate to control women	NOT		
83902	 Its mindboggling to me that some people swear that Trudeau amp co are Marxists  and not just your standard liberals Canada is v well acquainted with	NOT		
11189	Some reading for MAGA time to wake up folks URL	NOT		
75855	 Does anyone remember when U just made music	NOT		
23299	 The truth of it is that unless she has evidence than its only allegations If there is no proof than it is only what she says against what he says She doesnt get marks for truthfulness just because she is a woman because women can lie just as quickly as a man can	NOT		
39795	 omg yeah the thing is that there can be a large range of price for the same item i once bought a bag for RM but i also saw another shop selling it for RM like wow	NOT		
91592	 Its sad and scary that the French socalled justice system is ordering Le Pen to undergo psych eval because she dared to reveal the horrors of DAESHISIS The true crazies are radical Muslims and liberals who protect them	NOT		
58056	Opportunist to the max An evil lier also URL	OFF	UNT	
84152	 Also  Didnt he just flatout stop showing up to set for the Freddie Mercury biopic That shit should kill his careerand here he is getting another gig	NOT		
58986	 They help him all along and now that he is better and ok and sober they cut him 	NOT		
80951	She comes with a cage and with at least two months worth of food left and Two food bowls Together is a extra  cage was expensive She doesnt have to be groomed yet due to the fact that she is still a puppy she comes with the bigger cage DM For more information URL	NOT		
59982	President Trump flying into Las Vegas to host MAGA rally URL	NOT		
17387	 Im not an asshole libtard	OFF	TIN	IND
33619	 How about because he is useless	NOT		
47322	 Relatable URL	NOT		
78811	 He is the poster child for the GOP	NOT		
39791	 Honestly some tales are just incredible to me Im surprised I didnt think about them myself	NOT		
47681	 Because he is right the Governor of Puerto Rico  is a FRAUD	OFF	TIN	IND
47014	 Nurse is valuable in his own end Have you watched him play He rarely gets the puck out in first attempt Also not all that spectacular defensively Not worth what he is holding out for	OFF	TIN	IND
40911	 Arms WEREARE TO BE REGULATED BY LAWthose regulations aimed at nearuniversal armamenttraining with contemporary military grade design Arms personally ownedpossessed amp kept in the HOMEby the people A that is CONSTITUTIONAL gun control	NOT		
50970	 Good grief Texas dont vote for this guy	NOT		
11766	 As long as the democrats tout gun control as a crime reduction tactic theyll lose	NOT		
33810	 Nope Not going to miss his sorry ass at all	OFF	TIN	IND
65866	 She is a classist Note the Rolls Royce refernce	NOT		
93276	 lil fun fact here skip who has a higher winning percentage in Super Bowls Thats right  Check mate buddy	NOT		
70621	 No the person also needs to change because she is a remainer why she was put in charge of brexit negotiations i have no clue 	NOT		
65558	 Preexisting clause is still there Thats the one good thing about ACA The only ones I hear talking about taking it away is the liberals Its a scare tactic IMO	NOT		
49652	 you are so funny	NOT		
62776	 never trusted his ass	NOT		
15053	 Because you are alone dang Mama Chu isnt taking any prisoners	NOT		
32644	 Yea thats a crazy ass story Like how do you go into the wrong apartment Theres numbers on doors And wouldnt you notice as soon as you walk in and it aint your shit 	OFF	TIN	OTH
58307	 Hey Woodward You are a silly old fart and do not know what is going on in the White House You are the one who has reached a mental stage yourself of Alzheimers	OFF	TIN	IND
24804	 She IS One of my favourites Brilliant Her short stories wonderful too	NOT		
74926	 You are your daddys first mistake	NOT		
20680	 He had to talk about how great he was because nobody else was	NOT		
98867	 thinks he is a funny man But think is the key wordbecause he isnt that funny ALLINOnLonnieIsntFunny MarchOnFromWalker	NOT		
91292	 Robyn I was gonna make vegan scones but I ran out of fucking time Blame my biochem lab	OFF	TIN	OTH
97112	 Mark my words BLUEWAVE 	NOT		
11437	 Also the left calls anyone it doesnt like fascist gtCalls everyone on the left Antifa	NOT		
31027	 Well if Trumpster said it then it must be true he also have himself a  on handling Cuba hurricane sad piece of something he is	OFF	TIN	IND
10846	 Hogg 	NOT		
56134	 It sucks hy 	OFF	TIN	IND
91101	 So she is protesting blasphemy by tearing religious book of a religion that doesnt have concept of blasphemy Genius	NOT		
90463	 I love the mental attitude you have on these things and how straight up you are about stuff	NOT		
85837	micropoetry It is a really bigtop new hair not just a wig some new technology that will soon be blasé even if underneath it all she is so gloriously bald 	NOT		
71573	 Absofuckinglutely That shit was here already	OFF	UNT	
33288	 Ive been trying to find out the name of these for ages I went to a Hindu birthday and we were given these little doughpastry treats I ate a plateful I looked up puris after your post said small and found them Asma you are my saviour Now to find a place that sells them	NOT		
89187	 No I mean parasite in the sense of private companies being an unnecessary and universallyunwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy	OFF	TIN	GRP
48175	 Is it credible to believe he is worse than either gordon on the browns in  or  brandin cooks	OFF	TIN	IND
66159	 BONO IS AN ASSHOLE	NOT		
10421	 All I see are lemmings	NOT		
96317	 Ewww no one wants that kind of imagery in their head	NOT		
58389	  sorry but she is an idio	OFF	TIN	IND
34522	 The Dregs of Society are ISIS ANTIFA BLM Planned Parenthood Illllegal aliens Pedofiles and liberals This is who the Democrats support Once again accusing others of what YOU Biden are guilty of	OFF	TIN	GRP
60780	 He basically said I am changing the second character because I refuse to be associated or share the same last name as the rest of you	NOT		
97484	 Gritting her teeth the blonde then broke her shield and feeling pumped the blonde charged after him Give me all you got She then tossed some of her darts aiming for his legs and would cause only minor pain Show me how tough you are	NOT		
52087	 Not all of us Conservatives are that gullible Manny has some good points now and then but when he starts spewing US propaganda  it sickens me He asked for the term and I gave one Hell have no rebuttal You watch	NOT		
50419	 Just listening to Juan Williams on the FIVE drives me crazy He is such an ignorant man Where does this man get his facts Thank GOD for Jesse Waters and you ladies	OFF	TIN	IND
95547	 Now thats the pot calling the kettle black Liberals are nothing but bullies AntifaBullies Trump HatersBullies	OFF	TIN	GRP
92027	 Where is the fascist version of Antifa	OFF	TIN	IND
96667	 Omg you look so beautiful You are killing it 	NOT		
49916	 Lake show fuck Corey Harris	NOT		
85874	 Amazing Grace how sweet the Sound as he is moving you from Mountain to Mountains Our Almighty God is full of blessings indeed Emmanuel 	NOT		
23648	 She is from IL and says she knows predators Anyone else coming to mind BuehlerThats called transference and is typical and expected	NOT		
84458	 I mean hes right he took a predominately black genre and became one of the greatest in that aspect yes yes he is URL	NOT		
41745	 pm rd round gun control whining and Sen Blumenthal hands still shaking like a leaf as he tells the judge get into the real world This from a millionaire who has no idea about the real world KavanaughConfirmationHearings	OFF	TIN	IND
55081	 Awh shit	OFF	UNT	
35442	 Disgraceful	NOT		
87262	 and the socalled liberals are anarchists  Protocols of the Wise Men of Zion Behold a Pale Horse by William Cooper	NOT		
88396	 Dont forget about the Homeless in your district congressmen 	NOT		
23476	 They are DoAsISayNotAsIDo conservatives	NOT		
22824	 Nove reputationTour for PCAs TheConcertTour	NOT		
64977	 When liberals and Trump haters leak bits of classified Intel its patriotic and the right things to do When Presidnet Trump orders that entire documents be declassified to the country its dangerous and potentially harmful right You hypocrites are pathetic	NOT		
89377	 lol she is such a troll im so glad she went away and all u trump supporters told her to GTFO Thank god we got a real superstar in who is going to actually fight for everyone no matter who they choose to vote for Isnt she awesome Please join us we rly need ur help	OFF	TIN	IND
55563	 He is a blast to watch	NOT		
43978	 This is why we need gun control	OFF	TIN	OTH
82217	 Prove your claim or be exposed as the lying piece of shit you are Meanwhile URL	OFF	TIN	IND
25216	 Issss nigga fall asleep on soft after this	NOT		
63699	 Do it with quran and then we will see how much atheist and brave she is hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it Go live in your  minutes Prime Time covered life  Lord krishna and his followers dont care	OFF	TIN	IND
36003	 Why the hell would you want gun control if you think Trumps a tyrant	NOT		
51395	 Pssst Bonos Ass	NOT		
73521	 Their cars are great but China demand has just reduced a lot when they expected it to increase Theres your answer right there MAGA	NOT		
44535	 Confirm Kavanaugh Now MAGA	NOT		
26995	 Give the kid a break He is trying to bring about change We desperately need something to change our violent society	NOT		
59415	 dont disrespect sharpie like that bro it was definitely some off brand shit from the back of a dollar tree 	OFF	TIN	IND
49323	 Did he get on his knees Spends a lot of time getting downHigh priced BJ giver 	NOT		
44289	 If its real those antifa are asking for a broken bone or black eye	NOT		
84988	F a k e N e w s E v e r y w h e r e  Guess Who MAGA WWGWGA PatriotsUnited Qanon Qarmy  URL via URL	NOT		
17781	 Excellent timing URL	NOT		
22001	 bro your twinsie resemblance to my brother in UNCANNY He is  years old now  maybe you are long lost bros Which would make US BROS LOL URL	NOT		
56010	 Got to be about the dumbest thing ever	OFF	UNT	
29316	 Ive never once heard you be thankful All you do is shit on Canada On the police On our history On Conservatives	OFF	TIN	OTH
23196	 Thats not hair Those were polyester fibers because Yoda is or was a puppet	NOT		
86772	Great tweet Please retweet Patriots Deplorables WalkAwayFromDemocrats BackTheBlue RapistDemocrats FraudDemocrats MAGA URL	NOT		
61026	Undertaker taking MAGA a bit to seriously smh URL	NOT		
62318	 Trumps MAGA Hee haw	NOT		
69675	 Sounds like youre talking about these people MAGA URL	NOT		
93983	 Just imagine if Dr Ford was a member of a minority Antifa would be firebombing the Judges residence IDENTYPOLITICS	OFF	TIN	IND
37000	 Found some  please FB URL	NOT		
51351	 Two people ran for President one bought and paid for her nomination The American people decided to elect President Trump You and I should be embarrassed by the Democrats and liberals and left then President Trump I have to question your morals and judgment	NOT		
22354	 She is dillusional	OFF	UNT	
31185	 Its more what she does than who she is	OFF	TIN	IND
76403	 Goodell is one of the worst things that has ever been unleashed on Pro Sports Useless	OFF	TIN	IND
77007	 Jesus will save us We just have to ask JesusSaves  I pray often Included in my prayers are for GOD to also Save Connecticut amp the USA I think we need more people praying LIVING ON A PRaaAAaaAaayEer  URL	NOT		
68404	 Its your opinion but mine is he is the best in the country	NOT		
41881	 Master of None was so fucking good	OFF	TIN	IND
86795	The MAGA s URL	NOT		
85114	 Or was it that the local government was taken for themselves Imagine that a government more worried about their own pockets rather than their peoples	NOT		
92563	Taxpayers Funded Unprecedented Armed Protection for GunControl Sen KamalaHarris  Breitbart URL via 	NOT		
55592	 Give Norm his own show Hes FUNNY 	NOT		
91073	AlinaAE Hah Makes me think of my friend Catherine back at home lt mighty hunter that she is	NOT		
19533	 I mean if she is planning on starting tour in February like she said then they will most likely go on sale end of Septemberbeginning of October or somewhere around there	NOT		
11197	 Just proves shes a plant Motivation is crystal clear Definite bias Your definition of far right is interesting since its been proven time and again liberals play the smear campaign each time Accusers then disappear	NOT		
49638	 How did the press get the letterMAGA	NOT		
18562	 Little ass boy	OFF	UNT	
97317	 I think you are part of the Russia conspiracy Plenty of evidence will soon be found and you will be locked up	NOT		
64213	Being on food stamps Liking boysgirls or liking both Not knowing who you are Your body size Not knowing something scared to ask for help Not dating someone What you wear	NOT		
96455	 Why waste time on her She is irrelevant	NOT		
67634	 currently URL	NOT		
18710	 Should I name all the reasons URL	NOT		
12554	 Shows that liberals are very decent people 	NOT		
77081	 It should be admired that it is again the women of this country who have to fight on the frontline of discriminationWe should support them all	NOT		
72471	 Truthfeed News   JUST IN FBI Deals Yet Another Devastating Blow to Democrats on Kavanaughs Accuser MAGAA Prolife URL	OFF	TIN	IND
60779	 That was Awesome I love hearing you destroy the Liberals but most of all Trudeau	OFF	TIN	GRP
83174	 House price increase has nothing to do with immigration The lack of affordable housing is mainly down to this government not building any and the inflated prices are down to the banks and their lending practices URL	NOT		
42634	 And the factorys coming back U do n a movie on that sum worth do n cause just sling shit shows No intelligence	OFF	TIN	IND
79021	 Our Republic was in crisis We the people elected the only man who could give us a chance to save it from the likes of Socialist Democrats ANTIFA Mob rule and your resistance Tread carefully with your words as you are now dangerously close to seditious conspiracy	NOT		
85039	 He is so funny 	NOT		
80705	 Deranged and demented what a perfect match for the Democratic party	OFF	TIN	OTH
93689	 amenadiels were my favorite the massive triangle shape the actor being hot the big connection spots kisses my fingertips	OFF	TIN	IND
60054	 Liberals are full of hate yet they talk like their morality is above anyone who thinks differently Funny how their words and actions never match up to what they pretend to preach Imposters of any human decency Emotionally and politically bankrupt	OFF	TIN	GRP
62224	A Divided Self or My Name is Legion Demon possession overall is marked by a loss of freedom The Gadarenes are Us URL ergnews antinazigr antifagr antifa Stopthehate GoldenDawn GDtrial JesusChrist JesusSaves JesusIsLord JesusIsGod prayers hope URL	OFF	TIN	IND
95720	 found out the name but I forgot	OFF	TIN	IND
58290	 thank God it was not a mosque 	NOT		
27133	qanda what happen to the predicted fall of Society after SSM Only the religious conservatives right are the ones running a muck in government	OFF	TIN	GRP
87779	 And the Liberals will supply them with these modern fighters URL	NOT		
27718	 And you are sure she is lying	NOT		
28337	 But he is still our best option	NOT		
14274	 YOU ARE LITERALLY VERY SKINNY STOP PLAYIN WITH ME	NOT		
54495	 Yes if you get it for me 	NOT		
93762	 Bernie You have been in Congress how long Now that you are getting closer to your death bed since you are old as dirt Why a concern now How many bills did you try to write or endorse before you decided to run for POTUS Do tell	OFF	TIN	IND
58303	  NIGGA hit em wit the o well lowkie	OFF	TIN	IND
68739	 There she is URL	NOT		
56067	 So dam sexy	NOT		
90186	 His frustration began to subside as he felt her hand upon his The tone within her voice was some what soothing to him Its been sometime having someone be there when in need the most And that in itself is why no one is more important to me then you She is the center piece 	NOT		
82363	 I really wonder just how badly theyre going to take it when they see the results on November th given the way things seem to be looking Pretty badly I bet Youll have accusations of kajillions of zombified illegal aliens voting protected by Antifa supersoldiers	NOT		
26169	 The AntiFa crowd What a quack	OFF	TIN	IND
27700	 Thank you for saving the dogswhy are people assholes	OFF	TIN	IND
91508	 Also I see you are appalled at Doxing of Fords address Are you appalled at doxing of ICE agents by Antifa and advocating for their and their families physical assault 	NOT		
21381	 been supporting ur game for years as u know its about time u giys was free and able to communicate like you are doing lt hopefully only up from here brother	NOT		
19183	 Crazy how funny Jim used to be Now its funny how crazy he has become	OFF	TIN	IND
71033	 Will you answer my question from yesterday about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the nd AmendmentURL alpolitics	NOT		
12468	 Were so so pleased to hear that You are very welcome	NOT		
44239	 What was a child  doing at a party drinking alcohol	NOT		
88687	 Omg she is 	NOT		
46757	 Keep up the good work while the liberals waste time crying and pointing the country moves closer to greatness again MAGA	OFF	TIN	IND
25678	 Looks Like The Jokes On Liberals Again FortTrump Poland BoomingEconomy URL	NOT		
66145	 Thanks for proving democrats cant let their people think Proving again Liberals are all talk Just like Senator Feinstein Pelosi They always go to no facts just destroy Just like the politicians of Puerto Rico have destroyed and rob the state of all of its financial resources	NOT		
71319	 It would destroy her life The entire right wing juggernaut would run her down  every ex boyfriend interviewed etc she is the innocent party Hes the one trying to grab a lifetime power position	NOT		
64005	 Coast guard put out a tweet they pulled that dude off the response team and are dealing with it He wanted to b famous now he is	NOT		
77848	 you are the best president ever	NOT		
38951	 this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win Research projection and stop doing it u look stupid now	OFF	TIN	GRP
11530	 I believe you are who you say you are	NOT		
35718	 This is NOT lisa She is in the front row and skinnier	NOT		
67645	 Gun control has no correlation to homicide rates London guns are illegal has a higher murder rate than New York guns are legal Read this URL	NOT		
33383	 A proven record of failure so why not	NOT		
88044	 TRUE TO CURTIN	NOT		
39453	 This is how we get Tamir Rice lets assume all children are armed and use maximum force because of a mere suspicion A better idea would be common sense gun control and not assuming an  year old can win a knife or fist fight with a trained cop	NOT		
44883	 Im waiting for the snowflake conservatives to become transparent in the SCOTUS process	NOT		
96120	 He didnt break shitall he did was make himself look more foolish than normal	NOT		
92042	 Using free speech to be idiots and such but just like other rallies counter protesters showed up armed and willing to engage with kkk who also came armed Again  wrongs dont make a right and groups like antifa stated they want shutdown free speech anyway possible	NOT		
87192	 Phil is right socialists are the new fascists like antifa Thanks to soros	NOT		
95960	 concert goers shot dead in Jacksonville with caliber Smith amp Wesson The NRA calls gun control research unethical	NOT		
50225	 Chicago has the strongest gun laws in the nation but the highest homicide rate That gun control really works URL	NOT		
72010	GOP VOTERS BETTER WAKE THE HELL UP RNC poll finds GOP voters arent worried about midterms Thats bad URL via MAGA TuesdayThoughts	OFF	TIN	GRP
26488	 You cant accuse someone of something like this amp expect to not have to come forward amp testify about it Were we just suppose to believe it amp crucify him I am sure u liberals think so	OFF	TIN	GRP
42884	 Im done with you as well An INTENTIONAL th hour attack completely based on hearsay and you want an investigation What do you think theyll find other than he said she said Feinstein admitted she sat on this and here you are ready to lockstep with the swamp	NOT		
92630	 Now you are making fun of me	NOT		
53327	 I have  great sons amp  great brothers who dont go around like liberal ANTIFA with their KKK hoods beating up strangers they know nothing about I will go with the year of the brave people who would never belong to the most violent party of democrats	NOT		
16082	 Please explain why anti any gun control desantis would somehow hold people accountable	NOT		
61704	 Lol okay cuz this shit gotta be discreet 	OFF	TIN	IND
92483	 Hope Gutierrez doesnt think this will help his blue wave in the November midterms for the democrats by the way did Gutierrez take time out last month to honor Roberto Clemente on his birthday Remember him Gutierrez	NOT		
72886	 I cant believe how close you got I am thankful you are ok	NOT		
61039	 your pappy is a big fat fool the Democrats doesnt have to make him look bad he makes himself look just what he is an ignorant th level FOOL	OFF	TIN	IND
60393	 His mouth goes to one side all smirky and shit and I dont like it	OFF	TIN	IND
14289	 Yes Liberals vs progressives This should be a really dumb banter Go	OFF	TIN	GRP
88788	 Bad ass bitch	OFF	TIN	IND
69466	 Mann i aint that smoove booty like you gee 	OFF	TIN	OTH
46601	 Die bitch	OFF	TIN	IND
48427	 He is a show boat with nothing to show for it	NOT		
48900	 not surprised we need more fiscal conservatives not less to solve Illinois financial mess	NOT		
49239	 We as conservatives must join the fight against Transphobia National Review 	NOT		
94383	 How blindly ignorant you are Shameful people with the deep thinking you lack can vote	OFF	TIN	IND
34028	 We The People MAGA Winning URL	NOT		
70274	So the young conservatives you know are also the ones who never had the focus to power through Order of the Phoenix and its toomany pages of Harrys teen angst	NOT		
65093	 Holy shit thats awesome	OFF	TIN	IND
95254	 continues to nosedive in ratings Down  since last year Their audience consists of weenie liberals in mommies basement URL	NOT		
62553	Willies hurtful response to his former fans who have quit him in droves over of his support for that little hippie Beano MAGA URL	OFF	TIN	IND
93475	 MAGA aint gonna like that	NOT		
73149	 Without a doubt	NOT		
48315	 Im sorry you are going through this	NOT		
53176	 Here is the problem with the leftthey cant have an intelligent debate on an issue Want to prove a point Have Norm on and question him about his comments and have points to counter his comments Instead the left just silenced him Shows their lack of intellegence	OFF	TIN	IND
68512	 Such good news I hope she is better soon	NOT		
97758	 Obvio sinmaduroyo 	NOT		
88321	 I know right It pisses me off he is so busy giving himself credit while we are all scared to death here in nc I dont trust him	OFF	TIN	OTH
54947	 Hell ya she is	NOT		
28642	 Here you go 	NOT		
40384	 What the point the BBC are the propaganda machine of the you all know the answer to Brexit is disaster thats loud and clear by businesses amp corporation but your just the mouth peace of the TORIES	NOT		
88394	 I like carol she is funny 	NOT		
37125	 Once again stay away from the pronoun we  You are an individual Btw Im not justifying himmales Im telling you to stay safe on here 	NOT		
17635	 Thank Antifa for their special brand of authoritarianism Just look at Sargon of Akkad	NOT		
80221	 Stand your ground conservatives	NOT		
28428	 She is Evil How dare her	OFF	TIN	IND
82183	 It is all about bs Think there any more idiot tham the liberals	OFF	TIN	GRP
34074	 URL You must love DJT more then I do You are obsessed with him	NOT		
30333	 The fact that she is disrespectful and blatantly rude has nothing to do with her situation	OFF	TIN	IND
78559	 withdraw Trump has a whole list of conservatives to pick from	NOT		
84950	 Yes Yes he is	OFF	UNT	
59802	 Brennan sure as hell is	OFF	TIN	IND
21112	 truly sad there are so many other things we shud be talking abt gun control homeless getting those kids back  their parents but its this news still talks abt U know Donald Trump has truly separate this country in many ways not just one way but many ways URL	NOT		
29229	 Just cause you dont think he is funny doesnt mean he dont deserve a show or just because he is a man Men work just as hard as women He been in the business for years Let the pros handle this	NOT		
21807	 Its exactly why I tweet Well that and making fun of liberals and their insanity  GOD help 	OFF	TIN	OTH
75998	 Lets focus on gun control laws and then focus on the border wall and get the money from Mexico	NOT		
16449	 Right like the name thing is odd enough but In that location as well	NOT		
69454	 Since Lebron eat ass I guess I have to now URL	OFF	TIN	IND
92044	 Nobody cares because he is getting confirmed	NOT		
25898	 Pressure from other liberals may make him change his mind Their goal is the end result They dont care what it takes to get there	NOT		
49740	 make yourself useful and go bury your head in the sand	OFF	TIN	IND
21614	 No people died because officials robbed n didnt do their jobs	OFF	TIN	OTH
24879	 Coward Answer question What have I posted on that is not factual As a staunch conservative and pro Israel I post positive facts to counter Canadian media helping liberal Trudeau assault on conservatives and Israel You are either ignorant or a liar	OFF	TIN	IND
20137	 last night my  year old daughter Audrey broke both of the bones in her lower leg You are her biggest heroes She talks about meeting yall in Phoenix all the time Any chance she could get a get well shoutout	NOT		
48675	 Pop QUIZ MAGA The New Antifa Democrats Party are	NOT		
66191	 Crazy Frog is antifa thats canon	NOT		
58379	 Heard from who You and your lying jealous cronies	OFF	TIN	GRP
72081	 Over here gun control is unconstitutional so the A protects us shooters that just want to shoot down range	NOT		
70729	 LMAO man people were talking so much shit yesterday Any comment Marvel stan twitter Moe overused Thanos jokes or URL	OFF	UNT	
17427	 has clearly been compromised He is supporting behavior that is unconstitutional URL	NOT		
66257	 The woman is not accusing Kavanaugh of stealing her lunch money She is accusing him of assault He needs to take responsibility	NOT		
55959	Should I try out aikido instead of krav maga  aikido kravmaga	OFF	TIN	IND
25854	Evidencebased CDC CDCwords BannedWords Orwell doubleplusgoodspeak MAGA TrumpHasDementia	NOT		
42309	This Day in Liberal Judicial ActivismSeptember  URL TCOT MAGA RedNationRising	NOT		
41413	 I can assure you I have no delusion that he is god little g like	NOT		
97694	 If we dont destroy the BushClinton Crime family well face many more like Obama	OFF	TIN	GRP
10637	 The antifa of the Muslim world	NOT		
81991	 But you knew it was pointless to cry because it would just add to the awful humidity 	NOT		
39983	 You are not alone	NOT		
76063	 He can go to hell	OFF	TIN	IND
12812	 Lucky bitch 	OFF	TIN	IND
40221	 Maybe there wouldnt be  of these things a day of there was a little sensible gun control in this fucking country	OFF	TIN	OTH
37799	 Flakewell named	NOT		
48376	 Obesity high on the list But people still care more about gun control URL	NOT		
15689	 Just think She is infinitely funnier than you ObviouslyDuh huh 	OFF	UNT	
41636	 she is not related to him its weird lmao	NOT		
62862	 ThanksTrump THIS IS A START WE MUST GET THESE NUMBERS DOWN TO  ZERO BY ANY AND ALL MEANS NECESSARY THESE SOCALLED REFUGEES WHO ARE NOT TERRORIST SEXUAL CRIMINALS MUST STOP BEING COWARDS AND RETURN TO THEIR NATIVE LANDS TO FIGHT MAGA refugeesNOTwelcome	OFF	TIN	GRP
81677	 You aint doin your part then  check them pussies Im from the hood and I still dont say the N word cause Im a little more educated I got other ways to describe my brother or friends I feel the same way as you though too many people going left unchecked	OFF	TIN	IND
13262	 AUSTRIA	NOT		
29954	 He is speaking to the best of the best With utter disrespect  Our law enforcement Ice Agents all first responders Low middle and high class of all races and religions DISAGREE Mr CreepyJoeBiden GRAVY TRAIN IS OVER PUNK JoeDontTouchSoMuch Biden dirty hand joe	OFF	TIN	IND
17332	 Awesome win I truly believe Americans are sick to death of what the left is trying to do to destroy America and change our country into what it never was intended to be Go vote America and MAGA Thank you President Trump for believing in our country and keeping promises	OFF	TIN	GRP
78127	 Nobody voted for it But these right wing seem desperate to deliver it	NOT		
35201	 YOU ARE SO GOOD ARE U SERIOUS OMG	NOT		
51869	 Calling conservatives hillbillieshmmm thats original Funny how many poor hillbillies you tweet about have incomes and IQs  times higher than you Your humour sucks btw	OFF	TIN	IND
71525	 My coworker has a sick ass one for work	OFF	TIN	IND
69259	 nigga say he a stretch big 	NOT		
72493	 gonna need a whole ass rant thread done in the utara loghat to really feel it haha	OFF	TIN	IND
60356	 and the rest of the Democrats LOVE Antifa and their Alinsky tactics DemocratsAreDangerous URL	NOT		
68699	 hello angel im really sorry to bother you with my message i cant help it you are too beautiful this is for you 	NOT		
50482	 Look at Sweden France UK Europe is changing EUROPE WILL BE A MUSLIM CONTINENT BY  Please watch the YouTube video title MUSLIM DEMOGRAPHICS   YOU WILL BE SCARED TO DEATH unless you are a Muslim or love Islam Mind u Im an African in America	OFF	TIN	GRP
66815	 For a moment I thought you were about deaths Sounded fucked up sick at first	OFF	TIN	IND
67447	meDIAtoo Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are URL	NOT		
40736	 But I thought California had gun control	OFF	TIN	OTH
22872	 is also a member of the OpenEd SIG and she is also doing her CMALT altc	NOT		
27957	 Fake That pic was taken long before the game started	NOT		
49825	 dont get the right vibe yet it feels like too few are in uproar Its because too few are affected as yet Wait untill million inc those in Full time work but claiming HB or Tax Credits are subject to UCs Owellian total controll Will be Armageddon that sinks 	NOT		
14223	 Is no one considering the fact that Russia might be using Antifa to spread black propaganda Remember the Berlin Wall	OFF	TIN	OTH
