id	tweet	label
85886	CincinnatiEnquirer steps into Gun Control FINALLY Took a MassShhoting on their damn door step for their editors to wake up but better late than never URL	1
54621	bitch im fucking coming back URL	1
80397	Liberals Are Reaching Peak Desperation To Call On PhillipRuddock To Talk With Turnbull To Convince Him To Help with WentworthVotes  Sept  Auspol LNP NSWpol LNPMemes URL	1
76937	 Most of them in Chicago where there is STRICTER gun control IT DOESNT WORK	0
68875	uicideboy ON HALLOWEEN its aboout to get sooooo FUCKING spooky	1
89591	 He does And Im glad he always goes out on something reckless to show who he is going out and coming back everytime Jeff is the best	0
67926	Democrat controlled city with strict gun control laws and wants to blame the GOP Um isnt it you rich Democrats trying to keep the blacks in poverty WalkAway URL	1
41588	 Got to love that the people making the laws tend to know nothing about the subject theyre making the law for You should hear some of the gun control laws people try to pass here in the states	1
18091	 Same here I cant hear what she is saying	0
56205	 Penny believes that she is so intelligent that she just knows he willI think she may be the smartest Canadianever Canadians are fun to watch They have to get on Twitter in the US to find anyone with an opinion I like RUSHand hockey	0
24467	SandraOhOH how I love that you brought your parentsthey and you are the epitome of grace and beauty	0
47245	HealingYourself is connected with healingothers	0
32851	ChristineBlaseyFord needs to testify under oath before anything The claims should be investigated as far as any of these claims can be investigated If when it comes down to her word vs Kavanaughs he should be approved as soon as possible Full stop MAGA QAnon	0
86982	Maga Antifa website instructing how to hurt multiple police officers and how to cross border URL URL	0
95247	NationalDayofEncouragement EncouragementDare Therefore encourage one another and build each other up just as in fact you are doing Thessalonians scripture verse To donate go to our websitelink in bio call  or email donate community URL	0
74211	yearold Bletchley Park veteran I helped defeat the Nazis in  and Im ready to fight fascism again now URL	0
51948	 WalkAWayFromCatholicism it is a corrupt to the core and become a giant autocratic pedophile ring	1
28196	CALIFORNIA PATRIOTS especially those in CA ObamaSoros are attempting to take this House seat to get control of Congress Say no to TJ Cox He is a shill Candidate fronted by the dastardly duo Please get out and vote David Valadao for House Dist  Follow URL	1
71881	noshadenotea but like if you are in community college and your parents still have to pick you up and drop you off You need to get your life together omg	0
50376	 When she takes her nigga name out her bio URL	1
64161	 Exactly its bc slick woods has that unconventional look that shes who she is yea she aint attractive to most of us but that shit dont matter all lol	0
45304	ArrestGeorgeSoros He Funds DomesticTerrorists Antifa URL	1
22248	Interesting Has she gone through any kind of background check similar to the  FBI background checks that JudgeKavanaugh has URL	0
27228	Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth inequality URL via 	1
57326	CrowderConfronts continues to expose that the SJW bullies are paper tigers when conservatives fight back with truth and facts dontbeafraid confrontwithtruth URL	1
97729	x the fun yall URL	0
24957	 Antifa comrades miss the nuance of a lot dont but still people you know Its not that  is a white nationalist as thats a very specific community Its that he uses the same white supremacist rhetoric employed by WNs which gives him dangerous company with them	0
68774	BeckyLynch is beautiful one of the few women in wrestling that absolutely need no work done at all Shes absolutely beautiful just the way she is Doesnt need giant boobs or a fake booty is just simply amazing HIAC	0
43350	 Gun Control is nothing but people control The left wants gun control ONLY because they do NOT want us little guys armed amp able to defend ourselves Makes it harder to get us behind barbedwire fences as they saw in North Korea	0
41709	ALERT A win for the Progressive Conservatives The Ontario Court of Appeal has granted a stay of Bill which is to cut the number of Toronto city councillors from  to 	0
71063	 AmazonPPWWMurder and Food Porn A Northwest Cozy Mystery Dianne HarmanEnds  URL	0
92516	WCW WCE Its your special day of the week again I really miss you and Im looking forward to see you soon Dont forget that I love you I love you with all my heart because you are my heart  URL	0
85100	BarbieDreamsVIDEO I love you But i fux with you even more as roman i feel likeyou are roman just actin like nicki Dimelo papi papi	0
89661	Martina Navratilova What SerenaWilliams Got Wrong via Be always really liked and respected Martina and here she is the voice of reason URL	0
47898	Bodyguard far fetched if she is alive but not impossible I think Budd is his own worse enemy as signs of split personality but uncertain as todays episode was all over the place	0
88523	bookreviewer Meet Ronaldo He is a secondyear student at the Reindeer Flying Academy He is on his way to breaking the speed record in the flying contest but stumbles upon a mystery that perplexes his thoughts Thanks URL tus mglit URL	0
19321	Backto OneVoice swomen sbornwomen TOOK SIX YEARS OF OUR PENSIONS We all agree WE NEED OUR PENSIONS BACK URL	0
26042	Maine you need to face facts doesnt really represent you anymore as she is playing a game where she says she is undecided on Kavanaugh but we all know she is going to vote to confirm him Time to DUMP Susan Collins	0
16694	Twitter Stop what you are doing right now and head over to Twitch and listen to my AMAZING friend Grendy as he plays HatofulBoyfriend VoiceActor in the making URL supportsmallstreamers URL	0
88221	BiggBossTelugu how many of you KaushalArmy cum fans URL	1
30357	Conservatives tells Philip Hammond to slash taxes for the rich and corporations and regulations  so less workers and environmental protection  if theres a nodeal Brexit  Tory BrexitShambles SmallState URL via 	0
11021	YehUnDinonKiBaatHai Naina talks about educating a girl and making her responsible and also make them play sports Bang on girl  PS SHOES JEALOUS FACE THOUGH SHE IS BURNING	0
26763	daysofsoloharry So glad that to be a fan of someone whos trying to change the world by being kind to people being an allystands up for womens rights donates for different causes stands for gun control and someone whos successful but still continues to be humble URL	0
59708	CastingCallShow was fantastic At first I didnt think I was going to like any of the finalists shows but ended up loving all  I ultimately voted for An Amazing Business Opportunity by Anna Ladd She is so funny and I really want to hear more	0
78244	BrexitShambles ThursdayThoughts eu NEWS Lets avoid a future of BorderControl queues givepeasachance URL	0
11813	Democrats we have yet to hear one of these righteous Democrats attack and insist that Ellison resign after he was accused of assault nor have we heard them call for Cory Spartacus Booker to resign after he admitted to sexual assault in the stink of liberals	0
16468	Obasrants If you are in a band and you dont do covers you are missing out on good quality audience engagement Look with Link below URL URL	0
75637	LisaxMichaelKors she is sooo talented love hr too much URL	0
71071	HurricaneFlorence  not good she is sporting a pinhole eye while strengthening URL	0
17714	 son knockin it out the fuckin park URL	1
97610	 Okay and Anybody can go to Eredivise and score  goals Shit league Bundesliga teams are competitive in euro competitions Mexico hasnt produced any talent like Pulisic in a long time Its okay maybe you guys will one day	1
63048	Kalyani is a very stupid teenager I totally despise her for the atrocities she is doing towards Aunty Anupriya She blames her for her moms death She should stop and listen to Anupriya side of the story before she makes vile accusation TujhseHaiRaabta ZeeTVSerials	1
30075	Kalyani is a very stupid teenager I totally despise her for the atrocities she is doing towards Aunty Anupriya She blames her for her moms death She should stop and listen to Anupriya side of the story before she makes vile accusation TujhseHaiRaabta ZeeTVSerials	1
74237	 what seems to me thats a terrorist attack probably ISantifa still Id look at who wants to get strawberries into the market before completing the form	0
60466	Christian America  If we go by Trumps example where liberals support open borders I guess conservatives support school shootings Please explain how this makes America great again	1
25685	 She is the most disingenuous person in the Senate If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings	1
16333	Democrats Liberals you are being threatened by Armed Nazis and you talk about disarmament of yourselves and of Disconnection from the Military Lifestyle  You should broadcast your Armory and killSkills RightFuckingNOW URL	1
78417	 Just wanted to tell you you should Hang Out With Me More i think itll be fun Also lmao dick for a tongue So people can easily suck me off HAHA kidding aside i aint want a tongue as my dick that looks hella weird but my choice was weird to but WHATEVER	1
78760	parikshitsolutions Security incidents rarely emerge fully formed with flashing lights to alert you See if youre prepared by testing your skills in the following scenario URL URL	0
78261	 NBC MSNBC when will be held accountable for his inflammatory remakes calling for the leftist to fight	0
40790	 Its a proven fact that gun control doesnt work look at Chicago Dont worry about others records Lets talk about Selling uranium to Russia  million from Russia	0
63775	BoycottLeviStrauss Levi Strauss teams up with gun control group We simply cannot stand by silently URL	0
44108	Analysis Supporters of the Peoples Party of Canada would likely bristle at being called liberal but its beliefs fit the classic definition URL donpittis	0
98949	 is definitely a tad high Puerto Rico How about you DemocRATS provide proof Providing names locations and next of kin shouldnt be that hard I hope you dont mind but I will not be holding my breath URL via URL	0
74414	Pickett has individual needs but is part of the team  Hes a bit of a loner within the family of Bowtruckles feels a bit bullied has attachment issues He is also incredibly agile and of great value  teachers parents Atypical URL	0
51525	AVALANCHE Im sorry I see you I love you I was an asshole You know how we are maga	1
84550	FF he is an alien from the future  URL	1
19499	Creampuffs HollsteinForever Just a quick reminder that Im doing a GIVEAWAY for anyone attending clexaconlondon If you are interested in attending Natashas Improv workshop just DM me or reply and I will put you in the draw for a free ticket Entries close midnight  GMT	0
23530	FamiliarWife JHOMG she is crazy WJWaityes I am interested in assistant manager Cha BHYou guys look like a good pair VOAre you having some Just sit over here JHDont do it WJLets live our own life Lets do it NewsCollision on hwy there is congestion JHWoojin URL	1
84034	Broncos HC Vance Joseph on Phillip Lindsay He is a good football player not only as a running back 	0
79051	 CelineSwittinS Follback ErzaJullian OpenfolbackCelineSwittinS	0
93740	RestoreHumanity AntiFa  September  Stop the fascist NVU in Amsterdam URL HT 	0
54366	BroncoNation broncos BroncosVsSeahawks BroncosCountry Crue was excited for the win she is enjoying her cupcake Go Broncos URL	0
57284	ThingsDarthVaderWouldNeverSay yup  white mask privilege at its finest Always trying to keep a black mask down BlackLivesMatter Qanon Antifa AlexJones Infowars StarWars maytheforcebewithyou thirdshiftzombies Podcast radio WhiteSupremacy URL	1
82565	And why is my hair pink now  URL	0
59700	All Im saying if we cool and you feel any type of way about me speak the fuck up	1
13433	Cuckservative Traitors Are Worse Than Fortnite Players URL Conservatives TriggerWarningRadio	1
80197	Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic THEY Had Better Have Some HARD EVIDENCE Her Word Isnt Evidence Its Called HEARSAY  On that note I Could Say  YOU  Cornered Me In A Bathroom And put YOUR Hands All Over Me  Years Ago PROVE ME WRONG URL	1
90353	 Gun control doesnt stop kids and people getting murdered by guns Chicago has had gun control for decades and it has multiple shootings every week	0
36496	SelfCareSeptember You are making a difference URL	0
93321	FauxProgressives Ive been done with these CorruptDemocrats for years now and heres more proof OcasioCortez Endorses Cuomo As Cuomo Flips Off Progressives URL via Liberals CoryBooker OcasioCortez	0
79309	ConstitutionDay Its very odd for the alt right conservatives to say that we are ruining the constitution just because we want GunControlNow but they are the ones ruining the constitution getting upset because foreigners are coming to this land who are not White wanting to live	1
80637	coercedintoxication is staring to be my favorite Im feeling the effects of it now I feel so vulnerable forcedintox coercedintox femdom findom	0
50793	AndrewScheer wants support from CanadianCoalitionforFirearmsRights seeking weakened guncontrol CPC compromised Canadians safety enough for these votes by diluting controls How many lives lost before Conservatives care cdnpoli via URL	0
84239	Are we all ready to sit and watch Indakurate Passcott play football	0
47834	Eric STALLWELL DEMOCRAT FROM CALIshould worry about fixing his own state instead of trying to muster up sympathy for the LIAR PROF HUNT On FOX NEWS See liberals FOX IS BALANCED AND GIVES BOTH SIDES	0
65426	SukhDuaSamajThePrayingHands The SC also added that if a person surgically changes hisher sex then he or she is entitled to her changed sex and cannot be discriminated	0
81354	Florence List URL Hurricane Florence feeds  Trump MAGA central VA  Great summary of impacts by the Blacksburg National Weather Service The severity goes up overnight  vawx URL 	0
14479	And dicks URL	0
47696	LiberalLogic Kavanaugh looks predatory Therefore hes guilty Liberals are DANGEROUS people who should not govern anyone or anything URL	1
75438	Ishqbaaaz Let Her join the cast She is not there must have shot those scenes in a jiffy before going to vacay nothing to do with Groupbaazi or Shivika not being on Focus Groupbaazi consists of  Couples which is not there And Shivika scenes toh clip mein nehi thi	0
11699	Children now Mixed Up  Over GenderStudies crap and Socialism  yeah like I did not see this one coming MEGA MBGA MAGA MCGA Conservatives Patriots ProtectChildren URL	0
62379	LockThemAllUp Strzok McCabe caught destroying evidence before leaving the FBI DrainTheSwamp DrainTheDeepState MAGA  URL	0
71294	BREAKING Greece Molotov cocktails fly after protest honouring killed antifa arti URL via URL	1
55633	OrrinHatch I cant believe this sexist  clueless old fart gets to weigh in on another womans charges against a Supreme Court nominee And he is spouting the same old nasty shit he spewed  years ago against Anita Hill His times up Good riddance Neanderthal	1
43864	BrettKavanaugh  social issues being one for Justice Kennedy but there were other areas where there was growing daylight between him and conservatives for example in the area of the administrative state incl the EPA	0
40013	CHICAGO is a DEMOCRATICPARTYSTRONGHOLD with a HIGHLYDIVERSEPOPULATION GUNCONTROLLAWS and a large RADICALLEFTESTABLISHMENT This is OBAMAs continental USA base and he lived there for many years Think about this while you are horrified at the news URL	0
30399	NowPlaying Arise You Are Good  William Murphy on URL or URL ChroniclesChristianRadio ccradioco	0
47886	 By people disguised as good guys wearing all black no concern of bystanders being shot  FBI Antifa Vegas shooting	0
87934	 Part  Didnt have to think too hard to come up with Gabriel Theyre a lizard themed glitter bombing antifa mech pilot using their superhero powers to take down corrupt logging companies Theyre a buff lesbian with hearts on their uniform Literally whats not to love	1
46232	SayNoToShiaSunniFight I am Muslim You are a Muslim Than why shia and sunni	0
21869	Anybody else wake up so tired that they put cologne on their toothbrush in the morning	0
35976	AIATravelTips Always monitor your luggage at the airport Do not leave your luggage unattended and do not accept unopened packages  Tips Travel Explore AIA Aircraft Airport Caribbean Destination Travelling Connect TravelTheWorld Adventure Adventures Luggage URL	0
59337	Always a good day when I get a new member on my site URL	0
57732	Repost theleadersmindset    Hola Leaders Type READY if you are ready to follow this steps   Set goals stay quiet about them smash the shit out of them clap for your damn URL	1
17563	 ANTIFA ATTACKED COPS ARRESTED AT RALLY IN DENVER MEDIA BLACKOUT URL	0
55899	Always down to bond over the dani minogue target pants	0
47396	st Century Hit Dont Cha by The Pussycat Dolls Feat Busta Rhymes URL	0
46717	RealSmart Answer This is step  on your RealSmart journey This course is only offered through UBC on behalf of the Real Estate Council of BC by correspondence Once registered you are all set to take our realsmart course URL	0
78260	VT is back at for the first time since the year  He is on the pole for the  to win Vermont  Updates at URL	0
22695	Another one bite the dust URL	0
27455	Liberals  Democrats THIS is what you stand for If not then WalkAway URL	1
83466	Beeto Just Demonstrated How To Lose An Election In Texas URL MAGA rkba DVC	1
48657	And have a bitch thinking you niggas have money and you tf dont	1
89635	Extremely back on my bullshit URL	1
52335	killshot Easily shows ya why he is a a Rap God All Hail 	0
27360	CNN Analyst to Dems Seeking Another FBI Investigation I Dont Want Politicians Telling Investigators What to Do URL sitroom TheLead outfront AC NPR PBSnews PBSnewshour tcot tlot maga sgp nyc boston baltimore cleveland chicago milwaukee	0
53971	Democrat Baldwin Fundraises at K Street Firm Working ProBono for Gun Control Lobby A WalkAway via URL	0
89603	 fucking years MyTwitterAnniversary URL	1
86611	Dems are disgusting They only believe women who accuse conservatives of abuse crimes When liberals are accused they ignore the accusations URL	1
44222	NP IDPSA  Leaving Commercial  HearFDR  URL	0
41078	CREW is an eminence front Its a puton MSM falls for fake issue and props up political hacktivists as experts URL tcot Emoluments conservatives emolumentsclause Law lawyer MediaWatch FakeNewsAlert FakeNews MediaBias	0
44625	AuthorConfession Day  Which tree is your MCs favorite I tried to ask Lisette and she responded with any tree that has flowers I dont know what to do with her she wont give me a straight answer Usually shes not this difficult so I suspect she is teasing me  URL	0
21197	Nattyanplaying AOZORA TRAIN  SiSHShe is so high	0
12193	ChristineBlaseyFord is only being harassed by members of the Antifa the radical arm of the Democratic Party funded by George Soros VoteRedToSaveAmerica	1
73484	Antifa excellent idea URL	0
96283	IOU project has demonstrated a quality Whitepaper If you are an ICOinvestor Im strongly recommend that you explore it at any rate you will please it ico Crypto tokensale URL URL	0
78289	BlockTwitterAds until Twitter stops shadow banning conservatives	0
29485	KavanaughConfirmationHearings TuesdayThoughts the women who support Kavenaugh should fill the hearing gallery PACK it full so the disruptive liberals cant get in STAND in unison while Kavanaugh testifies  SOLIDARITY  cc 	0
67024	 Not sure what you guys call authoritarian left does that include Gun Control groups or are they just the left	0
97430	백현 BAEKHYUN EXO x MLB  FW URL URL URL URL URL	0
63985	 Cent Calls Out Joe Buddens Bullshit On Instagram URL URL	1
65505	POTUS realdonaldtrump GOP LPnational thedemocrats QAnon blacklivesmatter Antifa ISIS DAVOS California FOXNEWS CNN WSJ NYSE WAKEUPAMERICA MAGA mypatriotsupply You need this  URL	0
29697	NaomiOsaka folks USOpen The future is here and she is so adorable just as she is talented	0
26695	 City of Chicago Democrat run with some of the strictest gun control in the nation  All the white supremacists running for office in  as REPUBLICANS URL via 	0
86529	CallTheVoteAlready To the Democrats this is a game To the Conservatives its a fight for our way of life End the game Game over Sessions please do your job We should all be ashamed of what we have allowed to happen Pray like never before	0
37332	MAGA  sounds fair URL	0
80612	jiyoonfact She is a huge fan of Beyonce and she wants to sing as well as her She sang If I Were a Boy predebut	0
89438	Conservatives you now know everything has is being rejected by the eu and the British people Tory MPs need to step up because shes failed on Brexit and the domestic agenda MayMustGo ChuckChequers URL	0
68755	MuskokaLakes mayoralty candidate Terry Ledger says she is running her mayoral campaign via social media only We say this speaks volumes to the kind of behindcloseddoors mayor she plans to be What do you say Muskoka Give us your opinion URL	0
53675	GreatAwakening QAnon PatriotsUnited WWGWGA AreYouAwake WHEN YOU ARE AWAKE YOU SEE CLEARLY  Check out this video URL URL	0
31195	  million buyout and she could easily go to cable news if thats she path she chooses  Good for her	0
20522	bb actually question why do people want Jc to win more than Angela He has been way meaner says the n word repeatly makes fun of eating disorders and sexually harasses houseguestsShe is just as much as an underdog to win so dont use that excuse bb tangela	1
52866	NewVideo  Sex Toys Anyone URL URL	0
65428	BestWayToAWomansHeart DO NOT WAKE HER UP IF SHE IS NAPPING	0
94260	 not surprised it starts from the top Karma a bitch watch URL	1
93256	 Be sure to send out the lefts antifa thugs	0
78364	NoteToMyStalker n his empire Remember one thing you may own the incumbent central govt of India but you do NOT own Nature If the life I my ancestors and parents have lived is true Nature will get you If you are trapping me or Nature is trapping you only time will tell	0
70324	Alright let me get right with God bc Mother Nature is like fuck humans URL	1
96847	 Farticus maybe	0
89329	Hillary and least  other AngryDemocrats WorldWarQ WWGWGA MAGA RedTsunami AmericaFirst WalkAway Truth URL	1
40929	CodetrainQueens Rachel joined Codetrain in  and helped to organize the Codetrain App Developer Bootcamp and trained as a front end developer Currently the community manager she is an ardent advocate for digital skills for youth especially women Keep shining Rachel URL	0
24798	MovieFightsLive your all thinking it you KNOW you are URL	0
99947	BoycottLeviStrauss for supporting leftist gun control orgs URL	0
94203	YouAreMyIDOL because you are my Idols bois  Thatll NEVER changeyouve taught me alot and continue to teach me things that help the most difficult little and big things in my life  thankyou BBS URL	0
11100	Antifa is recruiting for a designated terrorist organization URL	1
83240	Hypocrites DemocratsHateAmerica LiberalismIsAMentalDisorder EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT URL	1
14591	NationalDayofEncouragement TwitterFamily Youre amazing just the way you are  URL	0
66094	HappyRMday I bought pizza and chocolates but I did not have enough money for a cake I plan to make a tradition buy pizza on the birthday of my loved ones  even if we are not acquainted and will never meet you are still a close person to mе thank you i luv u 생일 축하합니다 URL	0
59164	republicans put WALLin budgetyou are going to loose PresTrump followers He is why U R there so support him URL	0
90036	Liberals are pushing a gayagenda and republicans are pushing a zionistagenda	0
24047	VaquitaMarina SaveTheVaquita There are less than  Vaquitas left She is extinguishing Please help Be their voicel URL	0
81890	 As I have said the media and money Soros with dip shit Waters is creating a civil war	1
26010	Liberals Dept of Agriculture paid  for this presenter to shoot a bio security video Auspol LNP NSWpol Springst Qldpol LNPMemes LNPWaste URL	0
72037	Texas Ted Cruz campaign is sending people solicitations disguised as official looking county summons Elderly residents have been confused by the notice to appear He is so skeezy URL	1
56312	Success Health I will show you the best way to create your own exclusive online traffic economy so you are never short of qualified prospects and sales again URL URL	0
10860	 lemme guess gun control didnt anyone talk to you about this Im Canadian and even i know this whyme	0
38829	 I really dont care that shes married to a black man  he is just as clueless as she is about real problems that black people are facing in America today	0
78301	 tf He saw that shit URL	1
56599	 FakeNewsMedia is the EnemyOfThePeople They want to control YOUR minds by controlling what information you get and do not get The stAmendment may protect elitist propaganda but it does not legitimize it or make it palatable to an engaged public URL	0
94607	Anyone who finds Mnetas behavior funny can fuck off and die	1
72531	GoodMorningAmerica TuesdayMotivation Thankyou FatherGod the Americanpeople will begin to see the truth about our governmentcorruption mediaCorruption NoRedaction DeclassifyFISA Declassification completely Obama HillaryClinton Lies Leakers liberals URL	1
37214	StopTheBias RedCensorship My account was suspended for apparently promoting Hate Speech  yet Antifa Terrorist Organizations are actively up and running Since your Customer Service refuses to reply to my emails care to explain how this makes sense URL	0
84952	bepannaah  Bepannaah  Hands down Bepannaah tops the list because an adhiyal Aditya trying to convince a ziddi Zoya that she is in love with him is giving us lots of URL	0
98575	 The difference between you and I as I stated before and this inane asinine comment have solidified is I bring facts and truth while all you have is lies and bullshit Present a single shred of credible evidence to support a single thing youve just said Lies is all youve got	1
58342	 Damn I felt this shit Why you so loud lol	1
53914	MyProtege a k Master Teacher was very excited to report she is the proud owner and supporter of products made by Bravo USOpen	0
76324	tsk stays Drop foto HAN JISUNG dong please 	0
18730	 years ago today Taylor Swift released her smash hit Love Story Quote this tweet telling the moment you first heard the song YearsOfLoveStory URL	0
39429	MSNBC Hardball Bingo you are absolutely correct he cannot bring President Obama down He cant get over how President Obama humiliated him at the White House correspondents dinner and I can guarantee you that is a definite driver of his hate for President Obama	1
72893	 Yes we are supposed to believe that Kavanaugh who seemed to be a heavy drinker in high school has perfect memory of everything he did while she is mixed up Blame the victim He has been equivocatingmisrepresenting himself but he should be believed Not StopKavanaugh	0
18786	CnnIsFakeNews you wonder why your ratings suck cnnisajoke FakeNews MAGA URL	1
61004	Liberals Lying  Nothing new here Claim were on track to meet emissions targets is false URL Auspol LNP NSWpol Springst Qldpol WApol LNPMemes URL	0
46603	Chefs are you in need of some new pans Find what you are looking for at URL We stock top brands such as Beka Chef Mauviel and Woll  chef restaurants URL	0
73236	 BoycottTheNFL particularly the 	0
35785	b album definitely worth the fucking wait	1
84045	 days before BBC Radio s Festival in a Day they decide to tell us that their headline act isnt coming anymore Thanks a lot now Ive paid a fortune to see a tonne of acts who are shit and who are of no interest to me 	0
67049	JoeScarborough is a vile excuse for a journalist Here he is criticizing Trump yet refuses to come clean about the death of an intern in his office Stop talking about everyone else and start talking about YOUR INVOLVEMENT WITH LORIKLAUSUTIS 	1
57804	 HIS FANS ARE HAPPY HE SPREADS LOVE AND BECAUSE OF HIM I LEARNED TO APPRECIATE AND SUPPORT THE LGBTQ I LOVE HIM BECAUSE HE NEVER FAILED TO MAKE ME HAPPY I LOVE HIM BECAUSE HE IS HARRY STYLES AND HARRY STYLES IS THE BEST	0
82273	Aint nobody shit if you ask me including myself	1
68340	POWER LESSONS  There are certain testimonies that comes then rest comes and the strength of the wicked is removed  When there is major vacuum in your life whether you are aware of it or not its attracting the mockery SEPTEMBER TO REMEMBER DAY URL	0
78646	  so long Jamule	0
13582	MISSING Imelda Algiers was last seen at about  pm Sunday She is about  tall weighs about  pounds and has white hair It is unknown what Imelda was wearing Imelda is diagnosed with Alzheimers Disease WestBend URL	0
36455	MyUniqueHeritage I Get My Irish From My Dad Side Of the Family Since my Last Name is Irish Cause Im Very Proud Of Being Irish URL	0
98994	Travel Movies and Unix Fortune combined Visit Salisbury see the sights but wherever you go there you are the same old you why not travel as an international spy Find yourself at the centre of a vast international conspiracy when you return home Recall Recall Recall	0
92967	SaveShadowhunters MalecForever Read Mansikkas latest cause she is awesome URL	0
70762	  well spentpanthersDouch	0
98216	The Dregs of Society more LABELINGand DEHUMANIZING ConservativesI suggestWE Conservatives keep OUR ammo dry and OUR guns loadedIf the Fascist Liberal Left THINK Conservatives WILL go quietly into internment camps or slaughtered in the streets they NEED a REALITY check URL	1
42113	Sonntagsfrühstück in Deutschland  Hand Drawn World teapots are the perfect addition to any breakfast table No matter where in the world you are  URL	0
61889	theManyNotthefew we need a country that recognises everyone in society not pick the few and sod the rest like Austeritity was only for the Working Class the very people you need to rely on the rich got richer off the backs of the poor DONT let the tories carry on	0
30365	 Killary how does stricter gun control work Looking at Chicago which has some of the strictest gun control laws in the country seems to have problems with shootings nearly everyday Please explain that	0
68518	Brexit is dead Not because the other EU states wont cooperate but because the Conservatives have no viable plan to keep it alive We must have a new vote to carry on playing a central role in the EU or be buried with Brexit URL	0
37649	Feinstein you cant say anything truthful You are a loers and liar URL	1
21394	BoycottLeviStrauss Levi Strauss took a public stance against the Second Amendment and singled out proA customers Read more about Levis antigun initiatives here URL URL	0
14582	LifeIsButepu when you have sex anytime you want but you are single	1
88487	WFMMC A very talented team because you are such a prestigious project An excellent project to promote big market projects WFMMC IcO Ekolong Sripuptruzman	0
21714	Celebrations are off in Germany for the Germans  Yeah kind of expected this to happen across the western world over SecurityFears MAGA MEGA MBGA MCGA Conservatives Patriots URL	0
50821	Clinton MonsantoBayer BigPharma Roundup glyphosate GMOs  in an age where progressives demand full transparency on all the issues that matter to them most  immigration gay marriage gun control and so on  Hillary  on the wrong sideURL	0
57793	 Sheriff Wayne Ivey CSPOA  Yes it seems hes in as well URL	0
55400	CCOT is one of the leading conservative hashtags Get your tweet read add CCOT Christian Conservatives On Twitter Christians Conservatives Libertarians Evangelicals Catholics Charismatics Nondenominatinal SpiritFilled tlot tcot Hannity TeaParty MAGA TrumpTrain URL	0
59751	Nigeria Naija ja You are the most incompetent leader in Nigerias history  Atiku blasts Buhari URL By championnewsng Via URL	1
66470	nowplaying Death Cab For Cutie  You Are A Tourist  Codes And Keys   URL	0
92215	Emmys Well most of those excrackheads are liberals and Democrats so 	1
11122	Conservatives Are Outraged Because TheyKnowNothing Especially About URL	0
87139	 this girl is so talented and she is my best friend because you and Ethan brought us together Please notice this talent please URL	0
17311	  PM Temp  Dew Pt  Barometer  inches Rain  Wind  mph Hi  at  PM Low  at  AM	0
89392	Conservatives VOTE VOTE VOTE TAKE TWO FRIENDS TO POLLS to MIDTERMS in Nov NoComplacency URL	0
22311	 Diversity only works when those joining the new group want to be a part of the team Islam hates every nonMuslim Fail Unicorns	1
88188	 Being set down makes her realize how much taller he is Again She cant reach Kissss her	0
35503	if you want more shootings and more death then listen to the ACLU Black Lives Matter or Antifa If you want public safety then listen to the police professionals who have been studying this for  years AG Jeff Sessions URL	0
75125	 SO WANT TO KICK TWITTERFUCK ASS	1
49210	MenfessWGLCA To You are the dremiest dream come true that ever was From Me	0
21354	FailedDemFeinstein should have quit decades ago She is a disgrace Feinstein blames GOP after Kavanaugh accuser stays mum admits I cant say everythings truthful URL	1
48965	CheeringTheChutiyapa just because she is a womanLOL URL	0
88939	 Really The GOP hasnt even seen the letter yet This sham is as subtle as a banana on a pool table and you wont cant see it DiFi throws a hail Mary the th hour and you cry foul At elast Ford wont have antifa coming to burn her house down Dems are going down hard	0
22594	 Fascism was also against liberals as is Antifa according to your meme	1
45855	RIPMacMiller you are loved  URL	0
59159	creagboy running around McDonalds urgently telling other kids that he is NOT from the future	0
77395	EnglishPashto Though Im not pakhtoon English  He is a cute kid Pashto Da marra khasta bacha dey	0
90492	JPNA vasay Ahmed butt Sohail sahab what a performance loved the movie to the core st PMJG now JPNA Humayun is our Shaan now Fahad you are grace class pakistan cinema in safe hands	0
19410	 fuck	1
67211	 Why keep going back to the well with Charlottesville You realize there were good people there and bad people there on both sides ANTIFA caused quite a bit of violence and damage too There were people there just watching people there against statues removed	0
35940	Cancers rising around the world URL 	0
33394	 a grown ass woman probably  years older than me is currently spreading rumors rather than talking to me about it nice work you got there satan 	1
96543	 Someone knows how to dress He is rocking those shoes as well	0
45271	Antifa Philly Keystone United Exposed Part  Robert and Melissa Gaus URL	0
56513	Conservatives dont care what you postits propaganda URL	1
59691	IDIOTS Is there nothing beneath them Lol What fools Liberals are MAGA KAG  URL	1
34864	SHE MOSADI SHE can discern her season SHE is a wise builder SHE is a team player SHE is full of fire and full of the Holy spirit Thanks to and Dr Chantal for such an inspiring event Thank you  URL	0
97956	 Impeach Maxine Waters The tide flows both ways	0
49164	PiperThePup sends her love to everyone who might be affected by the unwelcome HurricaneFlorence this week She is looking forward to trying some or at least the crust when she gets to Delaware URL	0
14273	DISARMTHEM ANTIFA GOOD LUCK SWEETHEARTS URL	0
38323	AGJeffSessions Listen To The ACLU Antifa Black Lives Matter If You Want More Chicago Shootings AShallNotBeInfringed Thank You URL via 	0
